Rank	sample_id	factor	cell_line	cell_type	tissue	DNase_p_value	ChIP-seq_p_value	H3K27ac_p_value	summary_p_value
4563	63177	ETV1	K562	Erythroblast	Bone Marrow	0.8858894702231052	0.93357175453877	0.9977735722820689	0.9936497826579067
4564	38183	MYC	MCF-7	Epithelium	Breast	0.8785643336445835	0.7985349196829802	0.9978300465256967	0.9936576212682389
4565	49276	ZBTB17	LS174T	Epithelium	Colon	0.40015770444936405	0.30693020346858435	0.9979042173678844	0.993670961361588
4566	49726	ASCL1	NCI-H2107	Epithelium	Lung	0.9976211954512368	0.8567706638897671	0.9789408858335414	0.9936756094823028
4567	36616	CTCF	GM12878	B Lymphocyte	Blood	0.9366461997132614	0.043648589574988815	0.9979298165743786	0.993696331019273
4568	63201	LARP7	K562	Erythroblast	Bone Marrow	0.9689515708522416	0.9244984899505294	0.9976829180023	0.9937071663827317
4569	9319	SMC1A	LCL	Lymphoblastoid	Blood	0.4037186901044617	0.12246134770947786	0.9979531728052895	0.9937483945012437
4570	62708	ZMYM3	K562	Erythroblast	Bone Marrow	0.902023822641133	0.8246126661220816	0.9978631183898433	0.9937890864756722
4571	51868	SUMO2	VCaP	Epithelium	Prostate	0.5160381869510282	0.4757874204148722	0.997930735783128	0.9937918664075158
4572	64686	KLF1	HEK293	Epithelium	Embryonic Kidney	0.946778622139338	0.9444817074217018	0.9977626660403965	0.9937946977334196
4573	8779	HDAC6	K562	Erythroblast	Bone Marrow	0.9481165019345896	0.988697035155994	0.9973450097291389	0.9938047218370984
4574	53878	MEF2B	HEK293A	None	None	0.7589403352173344	0.23895293752432445	0.9979375006624837	0.9938126284918791
4575	45818	RAD21	HepG2	Epithelium	Liver	0.9802113658572539	0.10034444028549927	0.997748392249402	0.9938146411957232
4576	45573	CTCF	BE2-C	Neuroblast	Brain	0.9959772395602032	0.31437027538958884	0.9958596559374298	0.9938533734987401
4577	76419	MAML3	SK-N-SH	Neuroblastoma cell	Brain	0.9076118656245701	0.12176726114744035	0.9979397791900082	0.9938543373838633
4578	64739	ZBTB33	K562	Erythroblast	Bone Marrow	0.9956208776790162	0.9952563417036963	0.980153595165699	0.993871499442091
4579	65114	ZNF121	HEK293	Epithelium	Embryonic Kidney	0.99029638309765	0.9730994424028705	0.9971658207393627	0.9939147383016533
4580	64918	IKZF1	K562	Erythroblast	Bone Marrow	0.989356221314747	0.8673967958921223	0.9974485244473781	0.9939147854946422
4581	64319	DPF2	K562	Erythroblast	Bone Marrow	0.8485017765555614	0.9062951683956163	0.9979017391893443	0.9939159758999556
4582	68091	AR	C4-2	None	Prostate	0.015170971376382002	0.0399669323838354	0.9982897014916751	0.9939270402765434
4583	41831	ZBTB17	MDA-MD-231	Epithelium	Mammary Gland	0.9633480781516217	0.6666410788644483	0.9978584172944994	0.9939512897983492
4584	46104	YY1	ECC-1	Epithelium	Endometrium	0.4051004269791868	0.9864561152484932	0.9976369281902495	0.9939522715298341
4585	39918	ZC3H8	HCT-116	None	Colon	0.9501814360536118	0.6777113906161373	0.9978986571192497	0.9939735992679235
4586	42760	FOXP1	LoVo	None	Colon	0.693280238188417	0.20939164808183625	0.9980053694629178	0.9939941772447727
4587	38832	TP73	LoVo	None	Colon	0.8607315599770922	0.5601696996604548	0.9979737012355335	0.9940105457819336
4588	63936	YBX3	K562	Erythroblast	Bone Marrow	0.6979947195043715	0.8752289278902472	0.997966062463666	0.9940186839184582
4589	64301	NR2F6	K562	Erythroblast	Bone Marrow	0.7367480563218898	0.7832091435563246	0.9979815157589612	0.9940267642437826
4590	45913	CTCF	K562	Erythroblast	Bone Marrow	0.9975043393580069	0.39519219340645306	0.9903829100365455	0.9940431575105975
4591	47477	CTCF	K562	Erythroblast	Bone Marrow	0.9975043393580069	0.39519219340645306	0.9903829100365455	0.9940431575105975
4592	51867	SUMO2	VCaP	Epithelium	Prostate	0.9722934901247998	0.47965546701502426	0.9978640278886959	0.9940478902409187
4593	46160	PAX5	GM12892	Lymphoblastoid	Blood	0.679909737035763	0.6413705716609559	0.998004003346903	0.9940540169549428
4594	38694	E2F3	LoVo	None	Colon	0.9918353247375886	0.7556854955563848	0.9973825548427839	0.9940922727208888
4595	58879	RAD21	TF-1	Erythroblast	Bone Marrow	0.8239576637038539	0.44078972587916393	0.99801321805854	0.994093048407911
4596	76528	EPC1	K562	Lymphoblast	None	0.9854095154236049	0.9953437286976751	0.9955519553216928	0.9940956520712
4597	65115	MAZ	HEK293	Epithelium	Embryonic Kidney	0.8677656560753975	0.9109160887972938	0.9979626137554461	0.9941052726536591
4598	38645	NPAT	LoVo	None	Colon	0.9812364013941802	0.8572397555535949	0.9977861850998833	0.9941351399196543
4599	63018	DEK	HeLa-S3	Epithelium	Cervix	0.5238923151534369	0.05311534768778909	0.9981371620114573	0.9942135287481668
4600	37091	NR3C1	VCaP	Epithelium	Prostate	0.44734411224722426	0.042874799950153246	0.9981564342048751	0.9942171026733618
4601	74685	NFIL3	HepG2	Epithelium	Liver	0.5806950096528707	0.4573889379404478	0.99807420944691	0.99422753621847
4602	55127	PPARG	None	None	Adipose	0.9145613275317519	0.8840193599090589	0.9980022324826214	0.9942337420859932
4603	47475	CTCF	K562	Erythroblast	Bone Marrow	0.9893827213940978	0.2861264326012381	0.9976691956191116	0.9942389465991962
4604	64556	IKZF2	HEK293	Epithelium	Embryonic Kidney	0.931484454844287	0.9850935663787707	0.9977534992008992	0.9943029763839997
4605	64752	H2AFZ	None	Hepatocyte	None	0.6633286759799802	0.7847184049835414	0.9980828249970762	0.994311016900201
4606	41493	BMI1	DU145	Epithelium	Prostate	0.4672156554568692	0.030412279078711406	0.9982181575766665	0.9943199137515568
4607	2735	FOXA1	T47D	Epithelium	Mammary Gland	0.7825722474211333	0.4337440518746114	0.9981002341954754	0.994335640813295
4608	65090	CTCF	HEK293	Epithelium	Embryonic Kidney	0.9978362372481516	0.21696849114065447	0.9865229942471309	0.9943660961254542
4609	46275	RAD21	K562	Erythroblast	Bone Marrow	0.9676678705518985	0.44033524650066813	0.9980088545386243	0.9943661888800484
4610	47490	ZBTB17	U2OS	None	Bone	0.7284800144833594	0.20195452967055788	0.9981278088226244	0.9943678618356628
4611	34995	FOXM1	MCF-7	Epithelium	Breast	0.8798154141896288	0.3801639585821297	0.9981076277901835	0.9943942598879676
4612	51595	SRF	HUES64	Embryonic Stem Cell	Embryo	0.9823564195974122	0.8056080800896074	0.9979028012749035	0.9944236123989019
4613	71057	ATF7IP	HeLa	Epithelium	Cervix	0.585454372226657	0.019891086137504666	0.9982980109148012	0.9944264148211334
4614	50382	TAL1	None	Proerythroblast	Fetal Liver	0.897091052501588	0.8436367213610341	0.998093648463639	0.9944430002922249
4615	46043	CTCF	SK-N-SH_RA	Neuron	Brain	0.9979924219329329	0.1533328575265126	0.9796751926782615	0.9944576380554723
4616	64413	CTCF	None	None	Skin	0.770259943133632	0.0024097925380692237	0.9989528998333599	0.9944819796849704
